filename,label,language
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0483.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0489.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0491.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0493.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0494.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0496.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0497.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0498.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0503.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0505.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0506.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0510.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0513.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0515.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0516.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0519.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0520.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0526.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0528.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0529.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0530.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0531.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0532.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0534.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0537.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0539.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0540.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0541.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0542.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0544.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0545.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0546.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0548.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0550.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0552.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0553.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0555.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0556.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0557.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0558.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0559.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0562.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0575.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0577.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0579.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0580.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0582.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0583.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0584.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0587.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0589.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0592.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0594.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0596.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0597.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0598.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0599.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0601.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0602.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0609.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0610.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0611.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0612.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0613.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0615.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0618.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0623.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0629.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0633.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0635.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0636.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0639.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0640.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0643.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0646.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0649.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0652.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0654.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0656.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0658.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0659.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0660.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0661.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0662.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0663.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0665.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0666.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0668.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0671.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0672.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0674.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0676.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0678.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0679.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0680.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0681.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0682.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0685.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0686.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0687.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0688.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0692.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0694.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0702.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0704.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0705.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0706.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0707.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0710.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0712.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0713.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0721.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0723.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0724.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0727.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0728.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0731.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0732.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0733.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0734.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0735.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0736.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0745.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0749.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0751.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0755.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0756.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0757.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0758.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0762.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0763.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0768.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0771.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0778.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0785.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0788.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0789.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0791.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0793.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0794.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0795.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0796.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0797.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0800.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0801.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0804.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0805.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0807.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0809.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0813.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0814.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0816.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0820.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0821.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0823.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0826.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0827.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0828.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0835.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0839.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0840.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0841.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0847.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0849.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0853.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0857.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0859.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0875.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0876.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0877.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0878.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0879.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0880.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0881.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0882.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0884.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0890.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0891.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0892.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0893.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0894.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0895.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0898.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0899.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0900.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0902.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0907.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0908.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0909.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0911.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0912.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0915.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0918.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0921.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0922.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0926.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0928.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0929.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0933.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0937.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0942.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0000.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0001.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0002.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0004.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0008.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0009.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0010.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0012.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0013.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0014.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0015.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0019.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0023.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0024.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0027.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0030.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0031.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0032.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0034.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0035.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0036.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0039.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0040.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0042.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0043.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0046.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0049.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0051.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0055.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0056.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0057.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0058.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0059.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0061.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0063.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0064.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0065.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0066.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0069.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0070.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0073.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0074.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0075.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0076.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0077.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0078.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0079.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0080.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0081.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0082.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0083.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/news-debate_seg0084.wav,0,assamese
